unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT
1694556000,2023/9/12 22:00,BTC/USDT,26092,26092,25971,26006,4.23778563,110207.8531
1694552400,2023/9/12 21:00,BTC/USDT,26062,26165,26062,26108,0.80320447,20970.0623
1694548800,2023/9/12 20:00,BTC/USDT,26065,26119,26053,26076,2.08070836,54256.5512
1694545200,2023/9/12 19:00,BTC/USDT,26012,26252,26012,26066,6.18555309,161232.6268
1694541600,2023/9/12 18:00,BTC/USDT,25911,25987,25909,25987,1.68772629,43858.9431
1694538000,2023/9/12 17:00,BTC/USDT,26091,26165,25904,25907,10.07339391,260971.416
1694534400,2023/9/12 16:00,BTC/USDT,26212,26540,26078,26111,6.99923737,182757.087
1694530800,2023/9/12 15:00,BTC/USDT,26116,26234,26116,26210,4.93806568,129426.7015
1694527200,2023/9/12 14:00,BTC/USDT,26297,26382,26063,26130,15.35483843,401221.9282
1694523600,2023/9/12 13:00,BTC/USDT,26134,26300,26027,26282,1.85409284,48729.26802
1694520000,2023/9/12 12:00,BTC/USDT,26100,26217,26100,26133,2.31769719,60568.38067
1694516400,2023/9/12 11:00,BTC/USDT,26166,26179,26043,26098,1.30004404,33928.54936
1694512800,2023/9/12 10:00,BTC/USDT,25877,26300,25846,26164,15.30065866,400326.4332
1694509200,2023/9/12 9:00,BTC/USDT,25774,25872,25741,25862,1.18388529,30617.64137
1694505600,2023/9/12 8:00,BTC/USDT,25828,25870,25736,25758,1.76794216,45538.65416
1694502000,2023/9/12 7:00,BTC/USDT,25761,25862,25726,25820,3.50749573,90563.53975
1694498400,2023/9/12 6:00,BTC/USDT,25780,25850,25733,25770,1.94047877,50006.1379
1694494800,2023/9/12 5:00,BTC/USDT,25694,25778,25622,25776,4.45748198,114896.0555
1694491200,2023/9/12 4:00,BTC/USDT,25802,25979,25768,25768,5.6689837,146078.372
1694487600,2023/9/12 3:00,BTC/USDT,25236,25937,25235,25797,27.11933939,699597.5982
1694484000,2023/9/12 2:00,BTC/USDT,25149,25213,25147,25213,0.740829,18678.52158
1694480400,2023/9/12 1:00,BTC/USDT,25204,25212,25131,25150,0.51613442,12980.78066
1694476800,2023/9/12 0:00,BTC/USDT,25158,25232,25141,25211,1.3581157,34239.45491
1694473200,2023/9/11 23:00,BTC/USDT,25105,25120,25087,25120,0.13681241,3436.727739
1694469600,2023/9/11 22:00,BTC/USDT,25126,25181,25126,25147,0.15422063,3878.186183
1694466000,2023/9/11 21:00,BTC/USDT,25101,25195,25073,25133,0.63958871,16074.78305
1694462400,2023/9/11 20:00,BTC/USDT,25003,25131,24908,25095,1.95366691,49027.27111
1694458800,2023/9/11 19:00,BTC/USDT,25161,25168,25001,25025,3.19259513,79894.69313
1694455200,2023/9/11 18:00,BTC/USDT,25227,25227,25153,25170,1.05344873,26515.30453
1694451600,2023/9/11 17:00,BTC/USDT,25179,25216,25050,25195,1.87946909,47353.22372
1694448000,2023/9/11 16:00,BTC/USDT,25107,25226,25107,25187,5.70724134,143748.2876
1694444400,2023/9/11 15:00,BTC/USDT,25102,25195,24969,25112,7.59842545,190811.6599
1694440800,2023/9/11 14:00,BTC/USDT,25576,25576,25026,25175,12.72518488,320356.5294
1694437200,2023/9/11 13:00,BTC/USDT,25691,25750,25634,25634,0.85755745,21982.62767
1694433600,2023/9/11 12:00,BTC/USDT,25618,25688,25616,25688,0.26195268,6729.040444
1694430000,2023/9/11 11:00,BTC/USDT,25698,25698,25603,25603,0.06537207,1673.721108
1694426400,2023/9/11 10:00,BTC/USDT,25739,25739,25586,25715,0.4464558,11480.6109
1694422800,2023/9/11 9:00,BTC/USDT,25812,25812,25675,25740,2.10523795,54188.82483
1694419200,2023/9/11 8:00,BTC/USDT,25820,25828,25754,25812,0.90918279,23467.82618
1694415600,2023/9/11 7:00,BTC/USDT,25833,25833,25803,25824,0.40934924,10571.03477
1694412000,2023/9/11 6:00,BTC/USDT,25898,25898,25827,25827,1.63847155,42316.80472
1694408400,2023/9/11 5:00,BTC/USDT,25785,25876,25762,25876,2.17941477,56394.53659
1694404800,2023/9/11 4:00,BTC/USDT,25738,25766,25735,25766,0.00886498,228.4150747
1694401200,2023/9/11 3:00,BTC/USDT,25742,25770,25739,25746,0.40748702,10491.16082
1694397600,2023/9/11 2:00,BTC/USDT,25727,25749,25724,25749,0.49662314,12787.54923
1694394000,2023/9/11 1:00,BTC/USDT,25733,25744,25670,25697,0.34892398,8966.299514
1694390400,2023/9/11 0:00,BTC/USDT,25852,25880,25668,25709,0.64883246,16680.83371
1694386800,2023/9/10 23:00,BTC/USDT,25839,25850,25833,25847,0.40991403,10595.04793
1694383200,2023/9/10 22:00,BTC/USDT,25925,26014,25859,25869,1.48981003,38539.89567
1694379600,2023/9/10 21:00,BTC/USDT,25867,25899,25865,25871,0.99795758,25818.16055
1694376000,2023/9/10 20:00,BTC/USDT,25789,25901,25789,25806,1.31528415,33942.22277
1694372400,2023/9/10 19:00,BTC/USDT,25670,25811,25577,25808,2.93405534,75722.10021
1694368800,2023/9/10 18:00,BTC/USDT,25682,25682,25682,25682,0,0
1694365200,2023/9/10 17:00,BTC/USDT,25779,25779,25682,25682,1.617956,41552.34599
1694361600,2023/9/10 16:00,BTC/USDT,25773,25773,25660,25747,0.92705139,23868.79214
1694358000,2023/9/10 15:00,BTC/USDT,25759,25776,25710,25766,0.77691762,20018.0594
1694354400,2023/9/10 14:00,BTC/USDT,25808,25821,25757,25761,0.61529704,15850.66705
1694350800,2023/9/10 13:00,BTC/USDT,25821,25821,25821,25821,0.00897148,231.6525851
1694347200,2023/9/10 12:00,BTC/USDT,25800,25820,25800,25820,0.67272207,17369.68385
1694343600,2023/9/10 11:00,BTC/USDT,25805,25805,25805,25805,0,0
1694340000,2023/9/10 10:00,BTC/USDT,25811,25811,25805,25805,0.02022457,521.8950289
1694336400,2023/9/10 9:00,BTC/USDT,25863,25873,25839,25852,0.64556134,16689.05176
1694332800,2023/9/10 8:00,BTC/USDT,25841,25841,25841,25841,0.0882,2279.1762
1694329200,2023/9/10 7:00,BTC/USDT,25856,25856,25856,25856,0.01733397,448.1871283
1694325600,2023/9/10 6:00,BTC/USDT,25869,25869,25869,25869,0.15465585,4000.792184
1694322000,2023/9/10 5:00,BTC/USDT,25823,25858,25814,25840,0.09896371,2557.222266
1694318400,2023/9/10 4:00,BTC/USDT,25859,25859,25755,25833,1.24749859,32226.63108
1694314800,2023/9/10 3:00,BTC/USDT,25839,25845,25836,25836,0.18297549,4727.35476
1694311200,2023/9/10 2:00,BTC/USDT,25853,25864,25847,25847,0.03118793,806.1144267
1694307600,2023/9/10 1:00,BTC/USDT,25858,25858,25837,25850,0.0200895,519.313575
1694304000,2023/9/10 0:00,BTC/USDT,25906,25906,25864,25867,0.10028319,2594.025276
1694300400,2023/9/9 23:00,BTC/USDT,25914,25914,25906,25906,0.01637621,424.2420963
1694296800,2023/9/9 22:00,BTC/USDT,25898,25919,25898,25913,0.3238622,8392.241189
1694293200,2023/9/9 21:00,BTC/USDT,25886,25902,25880,25899,0.36479216,9447.752152
1694289600,2023/9/9 20:00,BTC/USDT,25873,25893,25873,25893,0.06279835,1626.037677
1694286000,2023/9/9 19:00,BTC/USDT,25867,25877,25866,25877,0.5564251,14398.61231
1694282400,2023/9/9 18:00,BTC/USDT,25858,25858,25858,25858,0.00759906,196.4964935
1694278800,2023/9/9 17:00,BTC/USDT,25900,25900,25900,25900,0,0
1694275200,2023/9/9 16:00,BTC/USDT,25881,25913,25881,25900,1.30198686,33721.45967
1694271600,2023/9/9 15:00,BTC/USDT,25926,25926,25866,25898,0.99970223,25890.28835
1694268000,2023/9/9 14:00,BTC/USDT,25817,25817,25817,25817,0,0
1694264400,2023/9/9 13:00,BTC/USDT,25854,25855,25801,25817,2.6101858,67387.1668
1694260800,2023/9/9 12:00,BTC/USDT,25860,25863,25854,25854,0.75486496,19516.27868
1694257200,2023/9/9 11:00,BTC/USDT,25853,25853,25853,25853,0.00256699,66.36439247
1694253600,2023/9/9 10:00,BTC/USDT,25883,25883,25860,25860,1.20264916,31100.50728
1694250000,2023/9/9 9:00,BTC/USDT,25897,25898,25887,25887,0.0244546,633.0562302
1694246400,2023/9/9 8:00,BTC/USDT,25886,25912,25876,25876,0.76323168,19749.38295
1694242800,2023/9/9 7:00,BTC/USDT,25880,25885,25870,25885,0.58636759,15178.12507
1694239200,2023/9/9 6:00,BTC/USDT,25878,25878,25878,25878,0,0
1694235600,2023/9/9 5:00,BTC/USDT,25875,25883,25870,25878,0.19266852,4985.875961
1694232000,2023/9/9 4:00,BTC/USDT,25882,25883,25862,25865,0.32866632,8500.954367
1694228400,2023/9/9 3:00,BTC/USDT,25874,25879,25874,25879,0.25785411,6673.006513
1694224800,2023/9/9 2:00,BTC/USDT,25885,25893,25858,25893,1.20212174,31126.53821
1694221200,2023/9/9 1:00,BTC/USDT,25877,25896,25866,25871,0.03772961,976.1027403
1694217600,2023/9/9 0:00,BTC/USDT,25903,25904,25866,25866,0.07149935,1849.402187
1694214000,2023/9/8 23:00,BTC/USDT,25915,25915,25909,25914,0.60783485,15751.4323
1694210400,2023/9/8 22:00,BTC/USDT,25904,25915,25904,25913,0.21249894,5506.485032
1694206800,2023/9/8 21:00,BTC/USDT,25897,25913,25869,25892,0.86948065,22512.59299
1694203200,2023/9/8 20:00,BTC/USDT,25901,25912,25860,25903,1.06667786,27630.15661
1694199600,2023/9/8 19:00,BTC/USDT,25790,25895,25783,25883,1.37021383,35465.24456
1694196000,2023/9/8 18:00,BTC/USDT,25830,25839,25768,25803,1.12993261,29155.65114
1694192400,2023/9/8 17:00,BTC/USDT,25801,25853,25770,25835,1.47226031,38035.84511
1694188800,2023/9/8 16:00,BTC/USDT,25864,25872,25734,25787,3.50445224,90369.30991
1694185200,2023/9/8 15:00,BTC/USDT,25849,25899,25840,25879,1.13482945,29368.25134
1694181600,2023/9/8 14:00,BTC/USDT,25880,25940,25868,25868,2.64463664,68411.4606
1694178000,2023/9/8 13:00,BTC/USDT,25857,25930,25857,25892,0.30036467,7777.042036
1694174400,2023/9/8 12:00,BTC/USDT,25849,25887,25849,25867,0.96632666,24995.97171
1694170800,2023/9/8 11:00,BTC/USDT,25835,25864,25832,25832,0.0317747,820.8040504
1694167200,2023/9/8 10:00,BTC/USDT,25994,26005,25663,25828,4.13732749,106858.8944
1694163600,2023/9/8 9:00,BTC/USDT,26204,26204,26061,26063,1.82658906,47606.39067
1694160000,2023/9/8 8:00,BTC/USDT,26229,26233,26194,26210,0.3258549,8540.656929
1694156400,2023/9/8 7:00,BTC/USDT,26252,26297,26241,26241,1.10576167,29016.29198
1694152800,2023/9/8 6:00,BTC/USDT,26237,26257,26220,26230,0.1946215,5104.921945
1694149200,2023/9/8 5:00,BTC/USDT,26355,26372,26287,26289,1.08704718,28577.38332
1694145600,2023/9/8 4:00,BTC/USDT,26267,26369,26267,26320,1.00346731,26411.2596
1694142000,2023/9/8 3:00,BTC/USDT,26275,26280,26258,26258,0.83348611,21885.67828
1694138400,2023/9/8 2:00,BTC/USDT,26248,26248,26223,26247,0.1752422,4599.582023
1694134800,2023/9/8 1:00,BTC/USDT,26296,26313,26256,26265,0.6043,15871.9395
1694131200,2023/9/8 0:00,BTC/USDT,26273,26443,26273,26387,0.27700452,7309.318269
1694127600,2023/9/7 23:00,BTC/USDT,26265,26265,26156,26245,0.46719773,12261.60442
1694124000,2023/9/7 22:00,BTC/USDT,26171,26418,26171,26411,4.65284995,122886.42
1694120400,2023/9/7 21:00,BTC/USDT,26007,26370,26007,26219,11.14721613,292268.8597
1694116800,2023/9/7 20:00,BTC/USDT,25902,26012,25902,26007,3.21340831,83571.10992
1694113200,2023/9/7 19:00,BTC/USDT,25905,25905,25846,25888,0.94970612,24585.99203
1694109600,2023/9/7 18:00,BTC/USDT,25857,25857,25857,25857,0.25890813,6694.587517
1694106000,2023/9/7 17:00,BTC/USDT,25834,25951,25795,25951,1.72973993,44888.48092
1694102400,2023/9/7 16:00,BTC/USDT,25771,25962,25770,25836,2.65835275,68681.20165
1694098800,2023/9/7 15:00,BTC/USDT,25761,25832,25737,25790,3.64105395,93902.78137
1694095200,2023/9/7 14:00,BTC/USDT,25639,25766,25636,25766,1.53158515,39462.82297
1694091600,2023/9/7 13:00,BTC/USDT,25664,25772,25627,25640,2.00185871,51327.65732
1694088000,2023/9/7 12:00,BTC/USDT,25715,25722,25642,25661,1.12722899,28925.82311
1694084400,2023/9/7 11:00,BTC/USDT,25748,25756,25693,25711,0.90613256,23297.57425
1694080800,2023/9/7 10:00,BTC/USDT,25739,25754,25719,25752,2.5034579,64469.04784
1694077200,2023/9/7 9:00,BTC/USDT,25743,25760,25736,25739,0.34922891,8988.802914
1694073600,2023/9/7 8:00,BTC/USDT,25770,25770,25728,25752,0.81850406,21078.11655
1694070000,2023/9/7 7:00,BTC/USDT,25767,25774,25745,25758,1.87855801,48387.89722
1694066400,2023/9/7 6:00,BTC/USDT,25787,25801,25770,25774,0.65737839,16943.27062
1694062800,2023/9/7 5:00,BTC/USDT,25823,25823,25783,25791,0.47051331,12135.00878
1694059200,2023/9/7 4:00,BTC/USDT,25847,25852,25787,25809,0.72424777,18692.1107
1694055600,2023/9/7 3:00,BTC/USDT,25762,25843,25762,25842,0.43925768,11351.29697
1694052000,2023/9/7 2:00,BTC/USDT,25747,25776,25732,25751,0.81253503,20923.58956
1694048400,2023/9/7 1:00,BTC/USDT,25769,25778,25724,25744,0.47172466,12144.07965
1694044800,2023/9/7 0:00,BTC/USDT,25758,25773,25738,25738,0.65247135,16793.30761
1694041200,2023/9/6 23:00,BTC/USDT,25751,25790,25733,25757,0.75092874,19341.67156
1694037600,2023/9/6 22:00,BTC/USDT,25758,25781,25723,25731,1.3427102,34549.27616
1694034000,2023/9/6 21:00,BTC/USDT,25687,25762,25669,25745,1.49281668,38432.56543
1694030400,2023/9/6 20:00,BTC/USDT,25684,25725,25648,25671,2.00405582,51446.11696
1694026800,2023/9/6 19:00,BTC/USDT,25611,25718,25608,25657,2.89764489,74344.87494
1694023200,2023/9/6 18:00,BTC/USDT,25869,25960,25626,25626,1.82067783,46656.69007
1694019600,2023/9/6 17:00,BTC/USDT,25605,26050,25417,25843,18.01564006,465578.1861
1694016000,2023/9/6 16:00,BTC/USDT,25577,25636,25550,25602,1.44092003,36890.43461
1694012400,2023/9/6 15:00,BTC/USDT,25604,25662,25547,25585,1.71491377,43876.06881
1694008800,2023/9/6 14:00,BTC/USDT,25741,25741,25547,25618,3.11054379,79685.91081
1694005200,2023/9/6 13:00,BTC/USDT,25715,25775,25688,25744,2.1944803,56494.70084
1694001600,2023/9/6 12:00,BTC/USDT,25720,25752,25690,25719,1.23498969,31762.69984
1693998000,2023/9/6 11:00,BTC/USDT,25733,25775,25719,25719,2.48863903,64005.30721
1693994400,2023/9/6 10:00,BTC/USDT,25757,25781,25718,25734,2.29670515,59103.41033
1693990800,2023/9/6 9:00,BTC/USDT,25758,25772,25718,25772,0.88781017,22880.6437
1693987200,2023/9/6 8:00,BTC/USDT,25735,25763,25722,25758,1.26896768,32686.0695
1693983600,2023/9/6 7:00,BTC/USDT,25783,25789,25732,25732,2.05080291,52771.26048
1693980000,2023/9/6 6:00,BTC/USDT,25755,25793,25753,25791,1.01950563,26294.0697
1693976400,2023/9/6 5:00,BTC/USDT,25754,25759,25738,25743,0.34066248,8769.674223
1693972800,2023/9/6 4:00,BTC/USDT,25786,25791,25760,25760,0.31866579,8208.83075
1693969200,2023/9/6 3:00,BTC/USDT,25846,25868,25778,25787,0.42223398,10888.14764
1693965600,2023/9/6 2:00,BTC/USDT,25780,25864,25773,25859,1.24814081,32275.67321
1693962000,2023/9/6 1:00,BTC/USDT,25809,25833,25780,25780,0.79196246,20416.79222
1693958400,2023/9/6 0:00,BTC/USDT,25801,25830,25778,25779,0.82377506,21236.09727
1693954800,2023/9/5 23:00,BTC/USDT,25766,25807,25766,25798,0.39104978,10088.30222
1693951200,2023/9/5 22:00,BTC/USDT,25740,25775,25724,25775,0.29179326,7520.971277
1693947600,2023/9/5 21:00,BTC/USDT,25715,25773,25715,25733,0.96614734,24861.8695
1693944000,2023/9/5 20:00,BTC/USDT,25702,25743,25671,25694,1.23374031,31699.72353
1693940400,2023/9/5 19:00,BTC/USDT,25760,25773,25689,25700,1.08787343,27958.34715
1693936800,2023/9/5 18:00,BTC/USDT,25769,25769,25712,25740,1.44098676,37090.9992
1693933200,2023/9/5 17:00,BTC/USDT,25754,25780,25706,25760,10.02978313,258367.2134
1693929600,2023/9/5 16:00,BTC/USDT,25751,25844,25736,25762,1.61068443,41494.45229
1693926000,2023/9/5 15:00,BTC/USDT,25704,25894,25687,25762,2.92451924,75341.46466
1693922400,2023/9/5 14:00,BTC/USDT,25742,25771,25638,25721,1.52975032,39346.70798
1693918800,2023/9/5 13:00,BTC/USDT,25822,25824,25743,25744,1.80627842,46500.83164
1693915200,2023/9/5 12:00,BTC/USDT,25794,25839,25698,25828,1.27753553,32996.18767
1693911600,2023/9/5 11:00,BTC/USDT,25753,25794,25742,25790,1.22284802,31537.25044
1693908000,2023/9/5 10:00,BTC/USDT,25761,25805,25744,25762,1.00348743,25851.84317
1693904400,2023/9/5 9:00,BTC/USDT,25725,25793,25694,25760,1.58528895,40837.04335
1693900800,2023/9/5 8:00,BTC/USDT,25743,25799,25649,25706,1.62863603,41865.71779
1693897200,2023/9/5 7:00,BTC/USDT,25702,25744,25688,25744,0.79775995,20537.53215
1693893600,2023/9/5 6:00,BTC/USDT,25741,25747,25683,25707,0.8152184,20956.81941
1693890000,2023/9/5 5:00,BTC/USDT,25689,25747,25689,25732,1.04269988,26830.75331
1693886400,2023/9/5 4:00,BTC/USDT,25710,25727,25687,25698,1.22622029,31511.40901
1693882800,2023/9/5 3:00,BTC/USDT,25687,25687,25593,25684,0.7610829,19547.6532
1693879200,2023/9/5 2:00,BTC/USDT,25756,25762,25688,25707,0.57535259,14790.58903
1693875600,2023/9/5 1:00,BTC/USDT,25775,25809,25748,25761,1.34272472,34589.93151
1693872000,2023/9/5 0:00,BTC/USDT,25827,25838,25735,25773,0.80892264,20848.3632
1693868400,2023/9/4 23:00,BTC/USDT,25773,25854,25759,25833,0.87866429,22698.5346
1693864800,2023/9/4 22:00,BTC/USDT,25647,25779,25647,25760,0.84744213,21830.10927
1693861200,2023/9/4 21:00,BTC/USDT,25825,25833,25642,25706,1.71136967,43992.46874
1693857600,2023/9/4 20:00,BTC/USDT,25901,25924,25814,25833,0.74311291,19196.8358
1693854000,2023/9/4 19:00,BTC/USDT,25917,25917,25851,25896,0.84118055,21783.21152
1693850400,2023/9/4 18:00,BTC/USDT,25909,25949,25891,25913,1.37699966,35682.19219
1693846800,2023/9/4 17:00,BTC/USDT,25861,25942,25846,25903,1.33558596,34595.68312
1693843200,2023/9/4 16:00,BTC/USDT,25818,25872,25811,25847,2.45681436,63501.28076
1693839600,2023/9/4 15:00,BTC/USDT,25849,25932,25740,25824,3.03632089,78409.95066
1693836000,2023/9/4 14:00,BTC/USDT,25883,25914,25844,25853,1.9105721,49394.0205
1693832400,2023/9/4 13:00,BTC/USDT,25864,25910,25843,25881,1.43707779,37193.01028
1693828800,2023/9/4 12:00,BTC/USDT,25882,25907,25822,25864,1.85790007,48052.72741
1693825200,2023/9/4 11:00,BTC/USDT,25905,25946,25866,25902,0.9188969,23801.2675
1693821600,2023/9/4 10:00,BTC/USDT,25954,25957,25877,25900,3.04687533,78914.07105
1693818000,2023/9/4 9:00,BTC/USDT,25983,25987,25915,25948,2.4126715,62604.00008
1693814400,2023/9/4 8:00,BTC/USDT,25970,26004,25960,25989,3.98852591,103657.7999
1693810800,2023/9/4 7:00,BTC/USDT,25968,26010,25965,25970,0.73561483,19103.91714
1693807200,2023/9/4 6:00,BTC/USDT,25935,25982,25920,25975,1.18720772,30837.72053
1693803600,2023/9/4 5:00,BTC/USDT,25982,25983,25939,25946,0.3327784,8634.268366
1693800000,2023/9/4 4:00,BTC/USDT,25999,26018,25983,25983,1.18611972,30818.94868
1693796400,2023/9/4 3:00,BTC/USDT,25980,26093,25980,25991,1.99379061,51820.61174
1693792800,2023/9/4 2:00,BTC/USDT,25905,26019,25905,25991,0.6200898,16116.75399
1693789200,2023/9/4 1:00,BTC/USDT,25913,25929,25884,25915,0.55765512,14451.63243
1693785600,2023/9/4 0:00,BTC/USDT,25977,25977,25900,25907,1.95526661,50655.09207
1693782000,2023/9/3 23:00,BTC/USDT,25958,25986,25939,25978,0.68051225,17678.34723
1693778400,2023/9/3 22:00,BTC/USDT,25970,25987,25948,25955,0.46776083,12140.73234
1693774800,2023/9/3 21:00,BTC/USDT,26046,26072,25946,25970,0.80628196,20939.1425
1693771200,2023/9/3 20:00,BTC/USDT,26007,26125,25964,26052,4.20100064,109444.4687
1693767600,2023/9/3 19:00,BTC/USDT,25931,26009,25931,26009,4.72803336,122971.4197
1693764000,2023/9/3 18:00,BTC/USDT,25881,26005,25881,25938,2.74871458,71296.15878
1693760400,2023/9/3 17:00,BTC/USDT,25851,25893,25834,25893,0.59146623,15314.83509
1693756800,2023/9/3 16:00,BTC/USDT,25867,25903,25801,25851,1.2556568,32459.98394
1693753200,2023/9/3 15:00,BTC/USDT,25931,25931,25851,25881,0.69286827,17932.1237
1693749600,2023/9/3 14:00,BTC/USDT,25880,25940,25880,25928,0.50163707,13006.44595
1693746000,2023/9/3 13:00,BTC/USDT,25894,25950,25824,25906,1.39688489,36187.69996
1693742400,2023/9/3 12:00,BTC/USDT,25951,26072,25880,25880,1.88387037,48754.56518
1693738800,2023/9/3 11:00,BTC/USDT,25932,25948,25914,25948,0.38933977,10102.58835
1693735200,2023/9/3 10:00,BTC/USDT,25910,25937,25897,25937,0.51338334,13315.62369
1693731600,2023/9/3 9:00,BTC/USDT,25885,25943,25881,25910,1.06980851,27718.73849
1693728000,2023/9/3 8:00,BTC/USDT,25949,25949,25875,25886,1.57749722,40835.09304
1693724400,2023/9/3 7:00,BTC/USDT,25914,25960,25903,25960,0.604507,15693.00172
1693720800,2023/9/3 6:00,BTC/USDT,25898,25948,25888,25918,1.18968973,30834.37842
1693717200,2023/9/3 5:00,BTC/USDT,25880,25910,25873,25893,0.30081142,7788.910098
1693713600,2023/9/3 4:00,BTC/USDT,25880,25885,25866,25868,0.22690244,5869.512318
1693710000,2023/9/3 3:00,BTC/USDT,25865,25878,25846,25869,0.31655121,8188.863251
1693706400,2023/9/3 2:00,BTC/USDT,25872,25886,25852,25870,0.50296542,13011.71542
1693702800,2023/9/3 1:00,BTC/USDT,25885,25905,25853,25872,0.66920909,17313.77758
1693699200,2023/9/3 0:00,BTC/USDT,25875,25875,25835,25860,0.63318397,16374.13746
1693695600,2023/9/2 23:00,BTC/USDT,25866,25893,25853,25867,0.90472196,23402.44294
1693692000,2023/9/2 22:00,BTC/USDT,25864,25864,25844,25858,1.5740464,40701.69181
1693688400,2023/9/2 21:00,BTC/USDT,25853,25888,25838,25854,0.76940081,19892.08854
1693684800,2023/9/2 20:00,BTC/USDT,25837,25852,25814,25842,0.96060428,24823.9358
1693681200,2023/9/2 19:00,BTC/USDT,25809,25843,25796,25839,1.74919894,45197.55141
1693677600,2023/9/2 18:00,BTC/USDT,25810,25819,25765,25804,2.02959069,52371.55816
1693674000,2023/9/2 17:00,BTC/USDT,25861,25879,25810,25810,1.17123957,30229.6933
1693670400,2023/9/2 16:00,BTC/USDT,25895,25935,25856,25860,2.22372438,57505.51247
1693666800,2023/9/2 15:00,BTC/USDT,25877,25946,25877,25894,0.22837671,5913.586529
1693663200,2023/9/2 14:00,BTC/USDT,25830,25883,25815,25873,0.5230449,13532.7407
1693659600,2023/9/2 13:00,BTC/USDT,25817,25858,25797,25826,1.46776599,37906.52446
1693656000,2023/9/2 12:00,BTC/USDT,25809,25836,25809,25814,1.75163247,45216.64058
1693652400,2023/9/2 11:00,BTC/USDT,25845,25865,25799,25811,1.32276372,34141.85438
1693648800,2023/9/2 10:00,BTC/USDT,25809,25854,25809,25839,1.35428962,34993.48949
1693645200,2023/9/2 9:00,BTC/USDT,25799,25830,25797,25819,0.66532471,17178.01869
1693641600,2023/9/2 8:00,BTC/USDT,25793,25801,25774,25798,1.03166409,26614.87019
1693638000,2023/9/2 7:00,BTC/USDT,25802,25823,25791,25812,0.79839036,20608.05197
1693634400,2023/9/2 6:00,BTC/USDT,25818,25832,25799,25812,0.58471958,15092.7818
1693630800,2023/9/2 5:00,BTC/USDT,25785,25850,25779,25828,0.79261828,20471.74494
1693627200,2023/9/2 4:00,BTC/USDT,25800,25804,25762,25783,1.13146085,29172.4551
1693623600,2023/9/2 3:00,BTC/USDT,25785,25810,25755,25794,0.64161271,16549.75824
1693620000,2023/9/2 2:00,BTC/USDT,25780,25799,25753,25754,0.46912994,12081.97247
1693616400,2023/9/2 1:00,BTC/USDT,25794,25820,25773,25785,0.92917799,23958.85447
1693612800,2023/9/2 0:00,BTC/USDT,25812,25842,25797,25797,1.00511058,25928.83763
1693609200,2023/9/1 23:00,BTC/USDT,25786,25839,25770,25810,0.9280584,23953.1873
1693605600,2023/9/1 22:00,BTC/USDT,25806,25829,25776,25778,3.21081953,82768.50584
1693602000,2023/9/1 21:00,BTC/USDT,25776,25846,25729,25800,3.08997398,79721.32868
1693598400,2023/9/1 20:00,BTC/USDT,25614,25923,25568,25771,4.85798167,125195.0456
1693594800,2023/9/1 19:00,BTC/USDT,25655,25681,25581,25630,2.07834322,53267.93673
1693591200,2023/9/1 18:00,BTC/USDT,25467,25808,25464,25641,6.92839036,177650.8572
1693587600,2023/9/1 17:00,BTC/USDT,25796,25796,25366,25473,5.47336831,139423.111
1693584000,2023/9/1 16:00,BTC/USDT,25796,25957,25751,25800,3.80987287,98294.72005
1693580400,2023/9/1 15:00,BTC/USDT,25715,25932,25569,25813,8.86726529,228890.7189
1693576800,2023/9/1 14:00,BTC/USDT,25985,26003,25704,25726,3.37223543,86754.12867
1693573200,2023/9/1 13:00,BTC/USDT,26062,26062,25870,26007,2.11537747,55014.62186
1693569600,2023/9/1 12:00,BTC/USDT,26041,26153,26002,26064,3.54664828,92439.84077
1693566000,2023/9/1 11:00,BTC/USDT,25997,26075,25980,26062,1.32902428,34637.03079
1693562400,2023/9/1 10:00,BTC/USDT,26038,26052,25989,25995,1.85463272,48211.17756
1693558800,2023/9/1 9:00,BTC/USDT,26031,26040,26001,26028,0.73745952,19194.59639
1693555200,2023/9/1 8:00,BTC/USDT,26007,26012,25960,25964,0.85351521,22160.66891
1693551600,2023/9/1 7:00,BTC/USDT,26001,26019,25984,25990,0.9017877,23437.46232
1693548000,2023/9/1 6:00,BTC/USDT,26044,26045,25979,25992,1.21049018,31463.06076
1693544400,2023/9/1 5:00,BTC/USDT,26037,26061,26020,26024,0.63435765,16508.52348
1693540800,2023/9/1 4:00,BTC/USDT,26089,26096,26031,26046,0.4875402,12698.47205
1693537200,2023/9/1 3:00,BTC/USDT,26050,26097,26038,26097,1.68704592,44026.83737
1693533600,2023/9/1 2:00,BTC/USDT,25992,26095,25986,26053,0.52168555,13591.47363
1693530000,2023/9/1 1:00,BTC/USDT,26060,26060,25977,25979,1.43904548,37384.96252
1693526400,2023/9/1 0:00,BTC/USDT,25945,26060,25933,26060,1.05008875,27365.31283
1693522800,2023/8/31 23:00,BTC/USDT,26041,26050,25915,25944,0.74474429,19321.64586
1693519200,2023/8/31 22:00,BTC/USDT,25999,26075,25970,26071,1.46870241,38290.54053
1693515600,2023/8/31 21:00,BTC/USDT,26018,26032,25682,26029,6.83864266,178003.0298
1693512000,2023/8/31 20:00,BTC/USDT,26134,26188,25979,25992,4.15029248,107874.4021
1693508400,2023/8/31 19:00,BTC/USDT,26291,26320,25962,26158,6.17884182,161626.1443
