unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT
1669003200,2022/11/21 4:00,BTC/USDT,16105,16286,16091,16151,1.72822548,27912.56973
1668999600,2022/11/21 3:00,BTC/USDT,15992,16092,15920,16076,1.05700832,16992.46575
1668996000,2022/11/21 2:00,BTC/USDT,16208,16220,15932,16007,5.06691201,81106.06054
1668992400,2022/11/21 1:00,BTC/USDT,16254,16282,16179,16214,1.58203482,25651.11257
1668988800,2022/11/21 0:00,BTC/USDT,16285,16285,16112,16267,3.03470963,49365.62155
1668985200,2022/11/20 23:00,BTC/USDT,16328,16332,16212,16279,1.57289952,25605.23129
1668981600,2022/11/20 22:00,BTC/USDT,16254,16353,16189,16296,1.34844377,21974.23968
1668978000,2022/11/20 21:00,BTC/USDT,16533,16533,16209,16247,5.04070952,81896.40757
1668974400,2022/11/20 20:00,BTC/USDT,16587,16592,16457,16534,2.78788172,46094.83636
1668970800,2022/11/20 19:00,BTC/USDT,16581,16603,16553,16573,0.38580004,6393.864063
1668967200,2022/11/20 18:00,BTC/USDT,16536,16581,16534,16568,1.06379622,17624.97577
1668963600,2022/11/20 17:00,BTC/USDT,16584,16584,16533,16538,0.78766232,13026.35945
1668960000,2022/11/20 16:00,BTC/USDT,16577,16588,16547,16584,5.012145,83121.41268
1668956400,2022/11/20 15:00,BTC/USDT,16553,16604,16539,16580,1.53197748,25400.18662
1668952800,2022/11/20 14:00,BTC/USDT,16584,16592,16549,16549,0.29420509,4868.800034
1668949200,2022/11/20 13:00,BTC/USDT,16510,16590,16510,16584,2.38177435,39499.34582
1668945600,2022/11/20 12:00,BTC/USDT,16500,16582,16444,16528,2.79814459,46247.73378
1668942000,2022/11/20 11:00,BTC/USDT,16630,16630,16434,16531,5.08810119,84111.40077
1668938400,2022/11/20 10:00,BTC/USDT,16625,16672,16603,16630,3.24653375,53989.85626
1668934800,2022/11/20 9:00,BTC/USDT,16598,16640,16598,16636,0.52286734,8698.421068
1668931200,2022/11/20 8:00,BTC/USDT,16730,16731,16573,16618,0.81894646,13609.25227
1668927600,2022/11/20 7:00,BTC/USDT,16688,16742,16685,16718,1.13963432,19052.40656
1668924000,2022/11/20 6:00,BTC/USDT,16689,16695,16677,16684,0.64805169,10812.0944
1668920400,2022/11/20 5:00,BTC/USDT,16687,16695,16673,16689,1.06427787,17761.73337
1668916800,2022/11/20 4:00,BTC/USDT,16683,16692,16677,16686,0.72910952,12165.92145
1668913200,2022/11/20 3:00,BTC/USDT,16683,16690,16678,16682,0.37682856,6286.254038
1668909600,2022/11/20 2:00,BTC/USDT,16680,16707,16673,16688,0.58545678,9770.102745
1668906000,2022/11/20 1:00,BTC/USDT,16743,16748,16676,16680,3.88468208,64796.49709
1668902400,2022/11/20 0:00,BTC/USDT,16703,16734,16698,16724,1.67464162,28006.70645
1668898800,2022/11/19 23:00,BTC/USDT,16750,16772,16698,16704,1.30307912,21766.63362
1668895200,2022/11/19 22:00,BTC/USDT,16713,16816,16702,16743,2.54072239,42539.31498
1668891600,2022/11/19 21:00,BTC/USDT,16638,16672,16638,16672,0.19268489,3212.442486
1668888000,2022/11/19 20:00,BTC/USDT,16629,16644,16629,16637,0.27700911,4608.600563
1668884400,2022/11/19 19:00,BTC/USDT,16628,16631,16624,16627,0.04147476,689.6008345
1668880800,2022/11/19 18:00,BTC/USDT,16620,16639,16618,16637,0.20683167,3441.058494
1668877200,2022/11/19 17:00,BTC/USDT,16655,16655,16615,16615,5.9063628,98134.21792
1668873600,2022/11/19 16:00,BTC/USDT,16655,16659,16646,16653,0.35267959,5873.173212
1668870000,2022/11/19 15:00,BTC/USDT,16645,16678,16645,16653,1.60948835,26802.80949
1668866400,2022/11/19 14:00,BTC/USDT,16648,16666,16620,16648,102.4271323,1705206.899
1668862800,2022/11/19 13:00,BTC/USDT,16650,16662,16640,16647,0.87186985,14514.01739
1668859200,2022/11/19 12:00,BTC/USDT,16681,16682,16642,16654,7.92121446,131919.9056
1668855600,2022/11/19 11:00,BTC/USDT,16640,16670,16640,16670,0.70382252,11732.72141
1668852000,2022/11/19 10:00,BTC/USDT,16636,16638,16632,16637,0.47395557,7885.198818
1668848400,2022/11/19 9:00,BTC/USDT,16636,16645,16628,16633,1.0181108,16934.23694
1668844800,2022/11/19 8:00,BTC/USDT,16604,16655,16585,16640,0.91036115,15148.40954
1668841200,2022/11/19 7:00,BTC/USDT,16605,16616,16604,16604,0.84925123,14100.96742
1668837600,2022/11/19 6:00,BTC/USDT,16591,16609,16565,16607,0.39497692,6559.38171
1668834000,2022/11/19 5:00,BTC/USDT,16635,16635,16545,16594,2.01147378,33378.39591
1668830400,2022/11/19 4:00,BTC/USDT,16631,16642,16624,16633,1.91339113,31825.43467
1668826800,2022/11/19 3:00,BTC/USDT,16622,16647,16618,16628,1.01878455,16940.3495
1668823200,2022/11/19 2:00,BTC/USDT,16639,16639,16580,16623,1.37723483,22893.77458
1668819600,2022/11/19 1:00,BTC/USDT,16663,16679,16653,16665,1.03451677,17240.22197
1668816000,2022/11/19 0:00,BTC/USDT,16695,16705,16665,16666,1.64485273,27413.1156
1668812400,2022/11/18 23:00,BTC/USDT,16669,16721,16625,16703,2.61524782,43682.48434
1668808800,2022/11/18 22:00,BTC/USDT,16650,16668,16631,16668,0.74790053,12466.00603
1668805200,2022/11/18 21:00,BTC/USDT,16639,16664,16639,16654,0.44039428,7334.326339
1668801600,2022/11/18 20:00,BTC/USDT,16644,16670,16617,16630,1.60501496,26691.39878
1668798000,2022/11/18 19:00,BTC/USDT,16586,16666,16576,16644,0.36559702,6084.996801
1668794400,2022/11/18 18:00,BTC/USDT,16587,16595,16556,16572,0.45920538,7609.951557
1668790800,2022/11/18 17:00,BTC/USDT,16662,16662,16552,16594,1.21775141,20207.3669
1668787200,2022/11/18 16:00,BTC/USDT,16690,16730,16634,16652,1.27042843,21155.17422
1668783600,2022/11/18 15:00,BTC/USDT,16698,16702,16620,16689,0.78653344,13126.45658
1668780000,2022/11/18 14:00,BTC/USDT,16754,16777,16656,16699,2.02136124,33754.71135
1668776400,2022/11/18 13:00,BTC/USDT,16777,16811,16740,16769,1.74548669,29270.0663
1668772800,2022/11/18 12:00,BTC/USDT,16765,16782,16762,16781,0.381764,6406.381684
1668769200,2022/11/18 11:00,BTC/USDT,16782,16785,16728,16745,1.71501494,28717.92517
1668765600,2022/11/18 10:00,BTC/USDT,16741,16830,16735,16772,1.27372287,21362.87998
1668762000,2022/11/18 9:00,BTC/USDT,16741,16763,16729,16729,0.78804085,13183.13538
1668758400,2022/11/18 8:00,BTC/USDT,16702,16727,16683,16706,1.69267824,28277.88268
1668754800,2022/11/18 7:00,BTC/USDT,16792,16792,16725,16735,0.87244288,14600.3316
1668751200,2022/11/18 6:00,BTC/USDT,16804,16820,16757,16799,0.40128575,6741.199314
1668747600,2022/11/18 5:00,BTC/USDT,16831,16863,16802,16807,0.40411262,6791.920804
1668744000,2022/11/18 4:00,BTC/USDT,16863,16863,16787,16813,0.3357755,5645.393482
1668740400,2022/11/18 3:00,BTC/USDT,16935,16941,16852,16856,0.75623024,12747.01693
1668736800,2022/11/18 2:00,BTC/USDT,16884,16983,16847,16909,0.71400506,12073.11156
1668733200,2022/11/18 1:00,BTC/USDT,16940,17000,16861,16891,0.97515291,16471.3078
1668729600,2022/11/18 0:00,BTC/USDT,16693,16965,16685,16948,1.64336302,27851.71646
1668726000,2022/11/17 23:00,BTC/USDT,16706,16730,16649,16693,1.69543829,28301.95137
1668722400,2022/11/17 22:00,BTC/USDT,16685,16720,16685,16712,0.54729162,9146.337553
1668718800,2022/11/17 21:00,BTC/USDT,16693,16752,16687,16694,0.94928218,15847.31671
1668715200,2022/11/17 20:00,BTC/USDT,16658,16689,16637,16685,0.57171809,9539.116332
1668711600,2022/11/17 19:00,BTC/USDT,16709,16709,16638,16638,1.53496394,25538.73003
1668708000,2022/11/17 18:00,BTC/USDT,16689,16721,16689,16704,0.93961323,15695.29939
1668704400,2022/11/17 17:00,BTC/USDT,16668,16691,16618,16678,0.3392036,5657.237641
1668700800,2022/11/17 16:00,BTC/USDT,16545,16671,16527,16664,0.27371999,4561.269913
1668697200,2022/11/17 15:00,BTC/USDT,16510,16705,16510,16545,1.20448661,19928.23096
1668693600,2022/11/17 14:00,BTC/USDT,16506,16551,16460,16519,0.4218432,6968.427821
1668690000,2022/11/17 13:00,BTC/USDT,16577,16577,16432,16485,1.38287264,22796.65547
1668686400,2022/11/17 12:00,BTC/USDT,16593,16599,16551,16567,1.01251947,16774.41006
1668682800,2022/11/17 11:00,BTC/USDT,16529,16591,16529,16584,0.51073039,8469.952788
1668679200,2022/11/17 10:00,BTC/USDT,16511,16540,16500,16533,0.54619142,9030.182747
1668675600,2022/11/17 9:00,BTC/USDT,16567,16573,16485,16496,1.02101385,16842.64447
1668672000,2022/11/17 8:00,BTC/USDT,16610,16630,16567,16582,1.03958363,17238.37575
1668668400,2022/11/17 7:00,BTC/USDT,16578,16607,16538,16607,0.97837221,16247.82729
1668664800,2022/11/17 6:00,BTC/USDT,16552,16608,16540,16549,0.97453867,16127.64045
1668661200,2022/11/17 5:00,BTC/USDT,16548,16592,16537,16583,1.05569107,17506.52501
1668657600,2022/11/17 4:00,BTC/USDT,16525,16525,16411,16495,1.25065143,20629.49534
1668654000,2022/11/17 3:00,BTC/USDT,16580,16608,16517,16528,0.91559592,15132.96937
1668650400,2022/11/17 2:00,BTC/USDT,16698,16698,16592,16598,1.27247897,21120.60594
1668646800,2022/11/17 1:00,BTC/USDT,16692,16737,16690,16690,1.49593281,24967.1186
1668643200,2022/11/17 0:00,BTC/USDT,16675,16727,16653,16696,1.97194688,32923.62511
1668639600,2022/11/16 23:00,BTC/USDT,16678,16773,16634,16662,3.56173445,59345.61941
1668636000,2022/11/16 22:00,BTC/USDT,16558,16692,16506,16692,0.9796825,16352.86029
1668632400,2022/11/16 21:00,BTC/USDT,16597,16616,16529,16550,1.93542975,32031.36236
1668628800,2022/11/16 20:00,BTC/USDT,16559,16594,16500,16582,201.3166577,3338232.818
1668625200,2022/11/16 19:00,BTC/USDT,16473,16570,16462,16566,0.50196692,8315.583997
1668621600,2022/11/16 18:00,BTC/USDT,16568,16642,16535,16551,1.38450684,22914.97271
1668618000,2022/11/16 17:00,BTC/USDT,16513,16632,16506,16595,1.33669302,22182.42067
1668614400,2022/11/16 16:00,BTC/USDT,16419,16547,16394,16520,2.11228869,34895.00916
1668610800,2022/11/16 15:00,BTC/USDT,16494,16564,16394,16436,1.59807054,26265.8874
1668607200,2022/11/16 14:00,BTC/USDT,16543,16560,16422,16499,1.77603616,29302.8206
1668603600,2022/11/16 13:00,BTC/USDT,16565,16713,16491,16503,2.96062892,48859.25907
1668600000,2022/11/16 12:00,BTC/USDT,16702,16702,16575,16643,1.78820557,29761.1053
1668596400,2022/11/16 11:00,BTC/USDT,16728,16781,16651,16707,2.32941065,38917.46373
1668592800,2022/11/16 10:00,BTC/USDT,16740,16782,16691,16724,0.75830177,12681.8388
1668589200,2022/11/16 9:00,BTC/USDT,16778,16778,16690,16728,1.26225634,21115.02406
1668585600,2022/11/16 8:00,BTC/USDT,16823,16844,16705,16775,4.38628135,73579.86965
1668582000,2022/11/16 7:00,BTC/USDT,16869,16905,16824,16824,1.99073603,33492.14297
1668578400,2022/11/16 6:00,BTC/USDT,16914,16939,16810,16876,0.86796431,14647.7657
1668574800,2022/11/16 5:00,BTC/USDT,16915,16950,16885,16928,6.89578703,116731.8828
1668571200,2022/11/16 4:00,BTC/USDT,16967,16971,16902,16914,0.70169138,11868.408
1668567600,2022/11/16 3:00,BTC/USDT,16921,16978,16921,16975,3.74334902,63543.34961
1668564000,2022/11/16 2:00,BTC/USDT,16870,17000,16842,16946,1.89625752,32133.97993
1668560400,2022/11/16 1:00,BTC/USDT,16795,16850,16790,16850,4.00831027,67540.02805
1668556800,2022/11/16 0:00,BTC/USDT,16900,16916,16770,16787,1.77518144,29799.97083
1668553200,2022/11/15 23:00,BTC/USDT,16859,16900,16839,16900,1.47206086,24877.82853
1668549600,2022/11/15 22:00,BTC/USDT,16898,16908,16847,16879,3.60411368,60833.8348
1668546000,2022/11/15 21:00,BTC/USDT,16838,16907,16779,16907,2.17482825,36769.82122
1668542400,2022/11/15 20:00,BTC/USDT,16907,16928,16743,16840,5.42832434,91412.98189
1668538800,2022/11/15 19:00,BTC/USDT,16716,16873,16629,16865,6.30488377,106331.8648
1668535200,2022/11/15 18:00,BTC/USDT,17008,17012,16656,16714,4.53842174,75855.18096
1668531600,2022/11/15 17:00,BTC/USDT,16986,17062,16977,17006,1.40613037,23912.65307
1668528000,2022/11/15 16:00,BTC/USDT,17000,17045,16950,17004,1.45242625,24697.05596
1668524400,2022/11/15 15:00,BTC/USDT,16937,17062,16881,16981,6.54597956,111157.2789
1668520800,2022/11/15 14:00,BTC/USDT,16991,16997,16823,16924,3.45345868,58446.3347
1668517200,2022/11/15 13:00,BTC/USDT,16833,17121,16822,16990,2.5655529,43588.74377
1668513600,2022/11/15 12:00,BTC/USDT,16754,16877,16746,16834,2.28613489,38484.79474
1668510000,2022/11/15 11:00,BTC/USDT,16895,16949,16749,16791,2.46156656,41332.16411
1668506400,2022/11/15 10:00,BTC/USDT,16798,16888,16783,16888,1.39985781,23640.7987
1668502800,2022/11/15 9:00,BTC/USDT,16900,16943,16750,16770,2.1679602,36356.69255
1668499200,2022/11/15 8:00,BTC/USDT,16827,16980,16808,16926,2.95412956,50001.59693
1668495600,2022/11/15 7:00,BTC/USDT,16747,16920,16736,16825,52.79063221,888202.3869
1668492000,2022/11/15 6:00,BTC/USDT,16669,16747,16668,16747,12.56222823,210379.6362
1668488400,2022/11/15 5:00,BTC/USDT,16775,16793,16646,16656,4.05472799,67535.5494
1668484800,2022/11/15 4:00,BTC/USDT,16829,16831,16769,16771,3.29287493,55224.80545
1668481200,2022/11/15 3:00,BTC/USDT,16799,16889,16792,16821,3.31224732,55715.31217
1668477600,2022/11/15 2:00,BTC/USDT,16688,16801,16688,16776,3.25121495,54542.382
1668474000,2022/11/15 1:00,BTC/USDT,16543,16811,16543,16715,1.43666403,24013.83926
1668470400,2022/11/15 0:00,BTC/USDT,16592,16662,16540,16565,2.28315435,37820.45181
1668466800,2022/11/14 23:00,BTC/USDT,16432,16746,16432,16614,3.39293863,56370.2824
1668463200,2022/11/14 22:00,BTC/USDT,16405,16456,16360,16418,1.86396869,30602.63795
1668459600,2022/11/14 21:00,BTC/USDT,16297,16412,16286,16405,1.6823782,27599.41437
1668456000,2022/11/14 20:00,BTC/USDT,16262,16337,16207,16263,1.74734099,28417.00652
1668452400,2022/11/14 19:00,BTC/USDT,16588,16614,16204,16255,2.32700734,37825.50431
1668448800,2022/11/14 18:00,BTC/USDT,16570,16657,16552,16602,1.20787719,20053.17711
1668445200,2022/11/14 17:00,BTC/USDT,16497,16916,16447,16579,0.81684173,13542.41904
1668441600,2022/11/14 16:00,BTC/USDT,16601,16623,16410,16497,1.35600111,22369.95031
1668438000,2022/11/14 15:00,BTC/USDT,16648,16680,16454,16585,1.3666583,22666.02791
1668434400,2022/11/14 14:00,BTC/USDT,16677,16808,16500,16606,32.72143148,543372.0912
1668430800,2022/11/14 13:00,BTC/USDT,16810,17162,16522,16849,23.07240873,388747.0147
1668427200,2022/11/14 12:00,BTC/USDT,16754,16823,16679,16810,5.45306336,91665.99508
1668423600,2022/11/14 11:00,BTC/USDT,16813,16872,16739,16755,10.76561732,180377.9182
1668420000,2022/11/14 10:00,BTC/USDT,16716,16815,16710,16791,37.38163161,627674.9764
1668416400,2022/11/14 9:00,BTC/USDT,16736,16768,16659,16768,7.838201,131430.9544
1668412800,2022/11/14 8:00,BTC/USDT,16841,16918,16716,16781,8.27590481,138877.9586
1668409200,2022/11/14 7:00,BTC/USDT,16518,16912,16417,16845,6.0650512,102165.7875
1668405600,2022/11/14 6:00,BTC/USDT,15877,16721,15877,16632,2.67745313,44531.40046
1668402000,2022/11/14 5:00,BTC/USDT,16008,16008,15836,15871,1.11891246,17758.25965
1668398400,2022/11/14 4:00,BTC/USDT,16121,16121,15869,15925,2.81501304,44829.08266
1668394800,2022/11/14 3:00,BTC/USDT,16233,16233,16148,16162,0.60888251,9840.759127
1668391200,2022/11/14 2:00,BTC/USDT,16108,16138,15904,16138,0.81374843,13132.27216
1668387600,2022/11/14 1:00,BTC/USDT,16252,16299,16015,16108,2.76357627,44515.68656
1668384000,2022/11/14 0:00,BTC/USDT,16320,16417,16086,16288,8.41491188,137062.0847
1668380400,2022/11/13 23:00,BTC/USDT,16433,16440,16295,16336,1.46839263,23987.662
1668376800,2022/11/13 22:00,BTC/USDT,16387,16471,16334,16432,4.39435894,72208.1061
1668373200,2022/11/13 21:00,BTC/USDT,16486,16534,16285,16388,2.47301812,40527.82095
1668369600,2022/11/13 20:00,BTC/USDT,16555,16580,16480,16493,3.18719542,52566.41406
1668366000,2022/11/13 19:00,BTC/USDT,16525,16578,16505,16554,3.862651,63942.32465
1668362400,2022/11/13 18:00,BTC/USDT,16544,16574,16471,16520,0.61162663,10104.07193
1668358800,2022/11/13 17:00,BTC/USDT,16592,16592,16485,16563,1.96197291,32496.15731
1668355200,2022/11/13 16:00,BTC/USDT,16586,16610,16545,16598,1.61292785,26771.37645
1668351600,2022/11/13 15:00,BTC/USDT,16638,16651,16532,16581,1.78259249,29557.16608
1668348000,2022/11/13 14:00,BTC/USDT,16669,16710,16624,16638,3.07508945,51163.33827
1668344400,2022/11/13 13:00,BTC/USDT,16618,16714,16598,16676,5.98295524,99771.76158
1668340800,2022/11/13 12:00,BTC/USDT,16668,16668,16577,16620,1.56907597,26078.04262
1668337200,2022/11/13 11:00,BTC/USDT,16586,16707,16567,16680,0.53522063,8927.480108
1668333600,2022/11/13 10:00,BTC/USDT,16542,16608,16518,16589,1.05980131,17581.04393
1668330000,2022/11/13 9:00,BTC/USDT,16645,16680,16439,16541,4.28252069,70837.17473
1668326400,2022/11/13 8:00,BTC/USDT,16792,16796,16605,16650,3.55521417,59194.31593
1668322800,2022/11/13 7:00,BTC/USDT,16683,16789,16576,16774,3.04857344,51136.77088
1668319200,2022/11/13 6:00,BTC/USDT,16857,16865,16686,16686,2.73265079,45597.01108
1668315600,2022/11/13 5:00,BTC/USDT,16855,16869,16841,16862,1.20737457,20358.75
1668312000,2022/11/13 4:00,BTC/USDT,16928,16928,16861,16864,1.11065966,18730.16451
1668308400,2022/11/13 3:00,BTC/USDT,16910,16950,16873,16920,0.58772487,9944.3048
1668304800,2022/11/13 2:00,BTC/USDT,16887,16905,16862,16885,0.76386146,12897.80075
1668301200,2022/11/13 1:00,BTC/USDT,16854,16895,16852,16884,0.57713354,9744.322689
1668297600,2022/11/13 0:00,BTC/USDT,16786,16891,16786,16852,0.9153438,15425.37372
1668294000,2022/11/12 23:00,BTC/USDT,16839,16839,16754,16789,2.0818962,34952.9553
1668290400,2022/11/12 22:00,BTC/USDT,16830,16849,16830,16830,0.20321227,3420.062504
1668286800,2022/11/12 21:00,BTC/USDT,16815,16847,16760,16819,0.32135739,5404.909942
1668283200,2022/11/12 20:00,BTC/USDT,16888,16898,16798,16798,0.44583762,7489.180341
1668279600,2022/11/12 19:00,BTC/USDT,16872,16892,16854,16863,0.10418854,1756.93135
1668276000,2022/11/12 18:00,BTC/USDT,16874,16875,16849,16862,0.09887253,1667.188601
1668272400,2022/11/12 17:00,BTC/USDT,16869,16913,16865,16892,1.69505476,28632.86501
1668268800,2022/11/12 16:00,BTC/USDT,16925,16950,16898,16898,0.21803331,3684.326872
1668265200,2022/11/12 15:00,BTC/USDT,16911,16985,16876,16946,0.27304627,4627.042091
1668261600,2022/11/12 14:00,BTC/USDT,16850,16984,16803,16959,0.39399921,6681.832602
1668258000,2022/11/12 13:00,BTC/USDT,16839,16839,16793,16832,0.80412673,13535.06112
1668254400,2022/11/12 12:00,BTC/USDT,16873,16920,16831,16856,1.62132453,27329.04628
1668250800,2022/11/12 11:00,BTC/USDT,16845,16887,16796,16857,1.65445593,27889.16361
1668247200,2022/11/12 10:00,BTC/USDT,16873,16980,16821,16845,2.20390258,37124.73896
1668243600,2022/11/12 9:00,BTC/USDT,16847,16901,16806,16872,0.43286061,7303.224212
1668240000,2022/11/12 8:00,BTC/USDT,16826,16903,16709,16824,0.68995793,11607.85221
1668236400,2022/11/12 7:00,BTC/USDT,16808,16872,16780,16797,1.76431661,29635.2261
1668232800,2022/11/12 6:00,BTC/USDT,16682,16822,16682,16765,0.79734638,13367.51206
1668229200,2022/11/12 5:00,BTC/USDT,16780,16780,16629,16660,2.40706318,40101.67258
1668225600,2022/11/12 4:00,BTC/USDT,16929,16929,16756,16756,2.59684312,43512.70332
1668222000,2022/11/12 3:00,BTC/USDT,16882,16920,16790,16917,3.45208468,58398.91653
1668218400,2022/11/12 2:00,BTC/USDT,16892,16983,16871,16881,1.00254064,16923.88854
1668214800,2022/11/12 1:00,BTC/USDT,16891,16923,16814,16892,2.37147171,40058.90013
1668211200,2022/11/12 0:00,BTC/USDT,17063,17118,16857,16890,6.64069266,112161.299
1668207600,2022/11/11 23:00,BTC/USDT,16910,17129,16838,17030,1.70548812,29044.46268
1668204000,2022/11/11 22:00,BTC/USDT,16802,16993,16788,16929,1.31246245,22218.67682
1668200400,2022/11/11 21:00,BTC/USDT,16663,16888,16663,16787,5.73737534,96313.31983
1668196800,2022/11/11 20:00,BTC/USDT,16830,16830,16568,16691,2.3577095,39352.52926
1668193200,2022/11/11 19:00,BTC/USDT,16830,16890,16674,16834,3.23441527,54448.14666
1668189600,2022/11/11 18:00,BTC/USDT,16883,17051,16822,16841,2.05144193,34548.33354
1668186000,2022/11/11 17:00,BTC/USDT,16813,16946,16767,16926,1.54622526,26171.40875
1668182400,2022/11/11 16:00,BTC/USDT,16854,16927,16562,16857,1.77140834,29860.63039
1668178800,2022/11/11 15:00,BTC/USDT,16897,17026,16712,16872,1.16637132,19679.01691
1668175200,2022/11/11 14:00,BTC/USDT,17286,17324,16400,16926,8.11733108,137393.9459
1668171600,2022/11/11 13:00,BTC/USDT,17392,17527,17295,17301,1.17790708,20378.97039
1668168000,2022/11/11 12:00,BTC/USDT,17348,17754,17262,17369,3.05385054,53042.33003
1668164400,2022/11/11 11:00,BTC/USDT,17341,17466,17292,17346,2.8993083,50291.40177
1668160800,2022/11/11 10:00,BTC/USDT,17394,17418,17250,17339,1.01073941,17525.21063
1668157200,2022/11/11 9:00,BTC/USDT,17408,17432,17322,17393,1.71567395,29840.71701
1668153600,2022/11/11 8:00,BTC/USDT,17379,17538,17280,17395,1.17582925,20453.5498
1668150000,2022/11/11 7:00,BTC/USDT,17238,17473,17237,17404,5.1350137,89369.77843
1668146400,2022/11/11 6:00,BTC/USDT,17421,17787,17194,17268,44.35530085,765927.3351
1668142800,2022/11/11 5:00,BTC/USDT,17123,17384,17119,17343,3.15426143,54704.35598
1668139200,2022/11/11 4:00,BTC/USDT,17062,17186,17011,17067,0.67352246,11495.00782
1668135600,2022/11/11 3:00,BTC/USDT,17197,17197,16890,17066,1.404901,23976.04047
1668132000,2022/11/11 2:00,BTC/USDT,17271,17344,17053,17193,1.25683243,21608.71997
1668128400,2022/11/11 1:00,BTC/USDT,17550,17732,17265,17265,0.79656915,13752.76637
1668124800,2022/11/11 0:00,BTC/USDT,17569,17689,17400,17578,3.04310107,53491.63061
1668121200,2022/11/10 23:00,BTC/USDT,17806,17819,17498,17517,0.32974828,5776.200621
1668117600,2022/11/10 22:00,BTC/USDT,17749,17887,17706,17887,0.92275433,16505.3067
1668114000,2022/11/10 21:00,BTC/USDT,18025,18036,17807,17820,3.48505535,62103.68634
1668110400,2022/11/10 20:00,BTC/USDT,17430,18000,17349,17984,3.23030763,58093.85242
1668106800,2022/11/10 19:00,BTC/USDT,17357,17483,17246,17483,3.95014689,69060.41808
1668103200,2022/11/10 18:00,BTC/USDT,17366,17506,17254,17351,3.95476313,68619.09507
1668099600,2022/11/10 17:00,BTC/USDT,17759,17818,17137,17212,8.98780533,154698.1053
1668096000,2022/11/10 16:00,BTC/USDT,17564,17955,17455,17774,7.25200103,128897.0663
1668092400,2022/11/10 15:00,BTC/USDT,17655,17900,17392,17564,11.54093536,202704.9887
1668088800,2022/11/10 14:00,BTC/USDT,17627,17668,17426,17639,11.92816801,210400.9555
1668085200,2022/11/10 13:00,BTC/USDT,16650,17726,16606,17587,9.90801052,174252.181
1668081600,2022/11/10 12:00,BTC/USDT,16394,16861,16382,16699,6.2225206,103909.8715
1668078000,2022/11/10 11:00,BTC/USDT,16345,16523,15823,16476,6.08643299,100280.0699
1668074400,2022/11/10 10:00,BTC/USDT,16693,16713,16320,16345,5.89572641,96365.64817
1668070800,2022/11/10 9:00,BTC/USDT,16847,16847,16649,16719,5.55701698,92907.76689
1668067200,2022/11/10 8:00,BTC/USDT,16775,16945,16499,16801,96.1648949,1615666.399
1668063600,2022/11/10 7:00,BTC/USDT,16696,16884,16644,16715,23.97990329,400824.0835
1668060000,2022/11/10 6:00,BTC/USDT,16769,16834,16648,16700,3.96092241,66147.40425
1668056400,2022/11/10 5:00,BTC/USDT,16661,16783,16566,16777,4.6410664,77863.17099
1668052800,2022/11/10 4:00,BTC/USDT,16357,16483,16201,16483,1.06276043,17517.48017
1668049200,2022/11/10 3:00,BTC/USDT,16327,16494,16293,16358,0.58184339,9517.794174
1668045600,2022/11/10 2:00,BTC/USDT,16076,16195,16075,16181,1.02494232,16584.59168
1668042000,2022/11/10 1:00,BTC/USDT,16456,17252,16105,16150,2.34170787,37818.5821
1668038400,2022/11/10 0:00,BTC/USDT,15964,16295,15840,16169,16.3593538,264514.3916
1668034800,2022/11/9 23:00,BTC/USDT,15853,16012,15671,15930,30.85473949,491516.0001
1668031200,2022/11/9 22:00,BTC/USDT,15796,16116,15621,15920,18.96002064,301843.5286
1668027600,2022/11/9 21:00,BTC/USDT,16208,16920,15717,15758,23.54622829,371041.4654
1668024000,2022/11/9 20:00,BTC/USDT,16800,16923,16161,16275,11.15328417,181519.6999
1668020400,2022/11/9 19:00,BTC/USDT,16640,16984,16628,16776,2.2486081,37722.64949
1668016800,2022/11/9 18:00,BTC/USDT,16952,17012,16483,16605,19.43755299,322760.5674
1668013200,2022/11/9 17:00,BTC/USDT,17080,17210,16851,16964,8.90682686,151095.4109
1668009600,2022/11/9 16:00,BTC/USDT,17162,17318,16891,17097,15.9365835,272467.7681
1668006000,2022/11/9 15:00,BTC/USDT,17648,17818,17000,17076,17.82873143,304443.4179
1668002400,2022/11/9 14:00,BTC/USDT,17594,17792,17400,17623,2.06696348,36426.09741
1667998800,2022/11/9 13:00,BTC/USDT,17536,17637,17330,17553,7.93933744,139359.1901
1667995200,2022/11/9 12:00,BTC/USDT,17798,17963,17687,17752,7.09681549,125982.6686
1667991600,2022/11/9 11:00,BTC/USDT,17703,17883,17564,17817,5.30275925,94479.26156
1667988000,2022/11/9 10:00,BTC/USDT,17666,17773,17309,17678,4.5169612,79850.84009
1667984400,2022/11/9 9:00,BTC/USDT,18116,18116,17666,17666,2.75193318,48615.65156
1667980800,2022/11/9 8:00,BTC/USDT,18217,18217,18052,18144,1.30369863,23654.30794
1667977200,2022/11/9 7:00,BTC/USDT,18320,18365,18212,18257,2.43313194,44421.68983
1667973600,2022/11/9 6:00,BTC/USDT,18437,18457,18329,18351,0.74309876,13636.60534
1667970000,2022/11/9 5:00,BTC/USDT,18244,18489,18172,18389,0.60425485,11111.64244
1667966400,2022/11/9 4:00,BTC/USDT,18299,18348,18215,18277,0.86494288,15808.56102
1667962800,2022/11/9 3:00,BTC/USDT,18135,18320,18010,18320,0.50415283,9236.079846
1667959200,2022/11/9 2:00,BTC/USDT,18310,18427,18101,18122,2.03178096,36819.93456
