time,open,high,low,close,Volume,Volume MA
1696536000,27471.28,27500.58,27410,27472.65,716.96427,1388.9476705000127
1696539600,27472.65,27509.45,27450,27450,434.71549,1366.1952570000126
1696543200,27450.01,27468.2,27388,27435.26,814.71015,1375.8351805000125
1696546800,27435.26,27460.5,27400.11,27410.39,466.20082,1377.2524905000125
1696550400,27410.39,27470,27389.99,27457.17,933.17701,1398.7371770000125
1696554000,27457.17,27542.49,27453.44,27516.87,897.58346,1419.4949795000125
1696557600,27516.88,27590,27516.51,27541.63,923.89591,1425.8248485000126
1696561200,27541.63,27577,27530.85,27559.2,438.61026,1403.6609595000125
1696564800,27559.2,27560.97,27488.5,27527.87,729.06805,1411.4952160000125
1696568400,27527.87,27532,27477.84,27499.99,474.78645,1396.7519205000126
1696572000,27499.99,27519.4,27464.48,27491.66,551.59393,1388.1891380000127
1696575600,27491.65,27651,27482.82,27638.52,1268.68673,1410.1916955000129
1696579200,27638.51,27668.2,27603.95,27616.68,1041.16962,1411.4308710000128
1696582800,27616.68,27705.85,27588.53,27690.6,1087.28968,1259.0537745000129
1696586400,27690.6,27801,27664.8,27670.5,1593.1738,1199.2298710000127
1696590000,27670.49,27770,27609.71,27760,1483.09684,1013.1283550000128
1696593600,27760,27768.2,27207.63,27252.99,4262.7089,1080.9845425000126
1696597200,27252.99,27707.52,27175.94,27526.1,3869.4618,1193.5212240000128
1696600800,27526.1,27706.58,27467.14,27670,2217.22577,1246.6013150000128
1696604400,27670,28044.86,27632.55,27941.12,4224.61424,1421.4366590000127
1696608000,27941.12,28023.51,27800,27877.74,2750.83831,1523.1303610000127
1696611600,27877.73,28005.68,27789.14,27958.52,1505.6528,1576.6772265000127
1696615200,27958.53,27993.56,27866.66,27904.12,1174.66308,1594.6748730000127
1696618800,27904.12,28038,27877.59,27952.36,1639.10887,1653.320275500013
1696622400,27952.35,28017.55,27895.47,27977.6,843.24052,1648.823451000013
1696626000,27977.59,28295,27930.11,28042.37,2179.9027,1712.9394130000128
1696629600,28042.38,28137.53,27966.85,27971.25,1008.73976,1717.1816055000127
1696633200,27971.25,27980.01,27877.6,27931.09,884.95428,1739.4988065000125
1696636800,27931.1,27955.9,27842.08,27912.91,1119.24899,1759.0078535000125
1696640400,27912.92,27953.27,27871.36,27901.94,676.69081,1769.1030715000124
1696644000,27901.95,27919.06,27871.99,27878.83,456.90589,1764.3686695000124
1696647600,27878.84,27944.8,27871.69,27900.41,530.41773,1727.4552195000124
1696651200,27900.41,27935.23,27900.4,27915.01,362.30726,1693.5121015000125
1696654800,27915.02,27944.84,27887.36,27900.44,388.03807,1658.5495210000124
1696658400,27900.45,27911.66,27875,27890.01,432.54455,1600.5180585000123
1696662000,27890.02,27918.03,27879.68,27890.8,561.84124,1554.4552785000126
1696665600,27890.79,28020.32,27880.01,28006.61,897.75485,1386.2075760000125
1696669200,28006.61,28029.67,27935.72,27951.74,586.57148,1222.0630600000125
1696672800,27951.74,27962.1,27927.95,27947.1,332.66111,1127.8348270000124
1696676400,27947.1,28013.54,27932.81,27942.12,1088.56179,971.0322045000124
1696680000,27942.12,27986.27,27940,27958.99,459.84766,856.4826720000125
1696683600,27958.99,27975.9,27895.28,27938.91,529.87848,807.6939560000125
1696687200,27938.9,27955.41,27913.89,27952.48,387.71554,768.3465790000124
1696690800,27952.47,27971.82,27898.71,27939.8,507.34327,711.7582990000124
1696694400,27939.8,27964.2,27930.01,27940.88,497.48482,694.4705140000124
1696698000,27940.89,27961.48,27902.48,27933.15,538.47368,612.3990630000123
1696701600,27933.16,27946.6,27862.34,27891.19,818.92675,602.9084125000123
1696705200,27891.2,27920,27850,27865.48,543.6974,585.8455685000123
1696708800,27865.49,27925.92,27856.66,27925.55,447.15335,552.2407865000123
1696712400,27925.55,27956.74,27913.31,27931.9,449.53979,540.8832355000123
1696716000,27931.91,27954.93,27924.14,27951.03,437.67732,539.9218070000123
1696719600,27951.03,27959.75,27943.64,27956.67,297.55642,528.2787415000124
1696723200,27956.67,27983.33,27950.76,27964.93,329.99336,526.6630465000125
1696726800,27964.93,28029.4,27943.9,28016.27,596.25119,537.0737025000124
1696730400,28016.28,28092.21,27982.35,28012.64,778.00374,554.3466620000124
1696734000,28012.64,28095.14,27996.59,28064.87,1389.27673,595.7184365000123
1696737600,28064.87,28076.04,27918.85,27924.19,2976.06702,699.6340450000124
1696741200,27924.18,27941.7,27878.06,27933.91,939.16918,717.2639300000125
1696744800,27933.92,27953.21,27885,27891.82,394.07779,720.3347640000123
1696748400,27891.82,27920,27880,27905.61,358.15618,683.8144835000123
1696752000,27905.61,27937.5,27867.43,27911.55,677.34832,694.6895165000124
1696755600,27911.55,27934.08,27832.68,27878.8,750.65449,705.7283170000125
1696759200,27878.8,27895.35,27775,27818.77,1003.46478,736.5157790000125
1696762800,27818.76,27852.07,27798.89,27811.63,746.00315,748.4487730000126
1696766400,27811.63,27872.26,27799.99,27810.2,581.3812,752.6435920000125
1696770000,27810.2,27999.72,27687.5,27910.75,1916.82059,821.5609375000125
1696773600,27910.75,27980,27871.17,27930.72,693.00133,815.2646665000126
1696777200,27930.73,27952.61,27879.99,27892.74,766.28855,826.3942240000126
1696780800,27892.74,27937.4,27870.96,27912.59,655.37729,836.8054210000125
1696784400,27912.58,27948.68,27872.89,27878.8,519.92537,840.3247000000125
1696788000,27878.79,27878.8,27807.82,27871.88,718.64949,854.3733085000125
1696791600,27871.88,27919.94,27871.87,27894.99,529.92996,865.9919855000126
1696795200,27894.99,27930,27875,27904.04,328.95936,865.9402855000126
1696798800,27904.04,27980,27890.38,27916.89,550.56054,863.6557530000125
1696802400,27916.89,27940.71,27800,27919.01,1081.60407,878.8357695000126
1696806000,27919,27942.82,27895,27917.05,412.60553,830.0022095000126
1696809600,27917.06,27921.01,27800,27822.13,703.94085,716.3959010000126
1696813200,27822.12,27987.93,27796.53,27961.86,845.62534,711.7187090000126
1696816800,27961.85,27984.44,27920.01,27938.22,644.11993,724.2208160000126
1696820400,27938.22,27962.08,27917.28,27921.73,389.49444,725.7877290000126
1696824000,27921.72,27944,27921.72,27929.49,318.76236,707.8584310000127
1696827600,27929.49,27930,27860,27864.2,644.56542,702.5539775000127
1696831200,27864.21,27913.9,27857.06,27902.44,507.15784,677.7386305000127
1696834800,27902.43,27909.09,27808.4,27813.27,1022.66467,691.5717065000127
1696838400,27813.27,27842.03,27715,27745.76,1515.25415,738.2653540000127
1696842000,27745.77,27797.51,27435,27542.97,3738.16639,829.3326440000128
1696845600,27542.98,27608,27475,27532.84,2558.35008,922.6000815000128
1696849200,27532.84,27532.84,27412.21,27468.92,1827.11253,975.6412805000127
1696852800,27468.91,27547.3,27388,27436.01,2064.52824,1046.0988280000126
1696856400,27436,27532.07,27374.73,27518.87,1571.08236,1098.6566775000126
1696860000,27518.86,27578.81,27468,27498.19,1365.23224,1130.9858150000127
1696863600,27498.19,27541.37,27430.47,27443.31,1433.37826,1176.1582300000127
1696867200,27443.32,27549.86,27260,27403.03,4033.68268,1361.3943960000129
1696870800,27403.03,27589.76,27342.01,27589.76,1637.48967,1415.7408525000128
1696874400,27589.76,27750.03,27565.31,27565.31,2163.53601,1469.8374495000128
1696878000,27565.31,27643.24,27529.99,27616.66,892.35414,1493.8248800000126
1696881600,27616.66,27653.27,27557.85,27569.6,485.83453,1482.9195640000128
1696885200,27569.61,27638.03,27556.2,27620.21,386.56748,1459.9666710000129
1696888800,27620.2,27638.24,27572.78,27586.73,465.98599,1451.059974000013
1696892400,27586.73,27616.37,27571.04,27590.12,319.86079,1447.578291500013
1696896000,27590.12,27633.82,27543.8,27553.16,717.91734,1467.5360405000129
1696899600,27553.17,27610.01,27492.6,27597.6,633.12995,1466.9642670000128
1696903200,27597.6,27697.56,27578.13,27680.52,773.47538,1480.2801440000128
1696906800,27680.53,27691.81,27632.08,27632.32,481.61598,1453.227709500013
1696910400,27632.32,27636,27587.65,27600.05,523.57213,1403.6436085000128
1696914000,27600.04,27610.83,27579.87,27607.23,424.73874,1237.972226000013
1696917600,27607.24,27657.83,27607.23,27655.42,513.95891,1135.752667500013
1696921200,27655.41,27706.34,27642.69,27651.45,674.79366,1078.1367240000131
1696924800,27651.46,27735,27647,27677.1,716.50119,1010.735371500013
1696928400,27677.1,27682.24,27642.06,27662.85,699.50295,967.1564010000129
1696932000,27662.84,27675.82,27606,27610,775.32236,937.6609070000128
1696935600,27610,27615.81,27500,27508.87,1160.08622,923.9963050000127
1696939200,27508.86,27530.23,27403.92,27426.5,1402.96595,792.4604685000128
